item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,fp_margin
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Falsetto_Group#0008,EN-Alto-2,Hey Jude,Falsetto_Group,falsetto_group,non_mix,0.831036,0.431036
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0022,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.830868,0.430868
English#EN-Alto-2#Breathy#Dream It Possible#Breathy_Group#0003,EN-Alto-2,Dream It Possible,Breathy_Group,breathy_group,non_mix,0.830304,0.430304
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Control_Group#0001,EN-Alto-2,What Are Words,Control_Group,control_negative,non_mix,0.829511,0.429511
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0013,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.829303,0.429303
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Easy On Me#Control_Group#0003,EN-Alto-2,Easy On Me,Control_Group,control_negative,non_mix,0.827819,0.427819
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Falsetto_Group#0004,EN-Alto-2,Someone Like You,Falsetto_Group,falsetto_group,non_mix,0.827719,0.427719
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0013,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.82683,0.42683
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0000,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.825779,0.425779
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0011,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.82562,0.42562
English#EN-Alto-2#Breathy#What Are Words#Breathy_Group#0006,EN-Alto-2,What Are Words,Breathy_Group,breathy_group,non_mix,0.82436,0.42436
English#EN-Alto-2#Pharyngeal#My Heart Will Go On#Pharyngeal_Group#0005,EN-Alto-2,My Heart Will Go On,Pharyngeal_Group,other_negative,non_mix,0.823883,0.423883
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0000,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.823778,0.423778
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0001,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.821522,0.421522
English#EN-Alto-1#Breathy#treasure#Control_Group#0005,EN-Alto-1,treasure,Control_Group,control_negative,non_mix,0.820183,0.420183
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0015,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.819292,0.419292
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0007,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.818702,0.418702
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0005,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.815835,0.415835
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0006,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.815148,0.415148
English#EN-Alto-2#Breathy#My Love#Breathy_Group#0006,EN-Alto-2,My Love,Breathy_Group,breathy_group,non_mix,0.813635,0.413635
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0000,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.812936,0.412936
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Control_Group#0005,EN-Alto-2,My Love,Control_Group,control_negative,non_mix,0.81244,0.41244
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0000,EN-Alto-1,all is found,Control_Group,control_negative,non_mix,0.811695,0.411695
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0006,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.811591,0.411591
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Falsetto_Group#0009,EN-Alto-2,Hello,Falsetto_Group,falsetto_group,non_mix,0.811439,0.411439
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0001,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.810434,0.410434
English#EN-Alto-2#Breathy#Dream It Possible#Breathy_Group#0001,EN-Alto-2,Dream It Possible,Breathy_Group,breathy_group,non_mix,0.809018,0.409018
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Control_Group#0003,EN-Alto-2,Hey Jude,Control_Group,control_negative,non_mix,0.80793,0.40793
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Control_Group#0012,EN-Alto-1,Arriety's song,Control_Group,control_negative,non_mix,0.807928,0.407928
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0011,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.807744,0.407744
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0017,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.807652,0.407652
English#EN-Alto-2#Mixed_Voice_and_Falsetto#God is A Girl#Control_Group#0006,EN-Alto-2,God is A Girl,Control_Group,control_negative,non_mix,0.807431,0.407431
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0012,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.804731,0.404731
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0013,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.80398,0.40398
English#EN-Alto-2#Glissando#You Raise Me Up#Glissando_Group#0007,EN-Alto-2,You Raise Me Up,Glissando_Group,other_negative,non_mix,0.802104,0.402104
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0009,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.801297,0.401297
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0005,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.798793,0.398793
English#EN-Alto-2#Breathy#Safe and Sound#Breathy_Group#0002,EN-Alto-2,Safe and Sound,Breathy_Group,breathy_group,non_mix,0.798219,0.398219
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0015,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.79025,0.39025
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0004,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.789443,0.389443
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0003,EN-Alto-1,all is found,Control_Group,control_negative,non_mix,0.788421,0.388421
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let It Go#Control_Group#0002,EN-Alto-2,Let It Go,Control_Group,control_negative,non_mix,0.786195,0.386195
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Control_Group#0000,EN-Alto-2,You Raise Me Up,Control_Group,control_negative,non_mix,0.785973,0.385973
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0003,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.785584,0.385584
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Me Like You Do#Control_Group#0009,EN-Alto-2,Love Me Like You Do,Control_Group,control_negative,non_mix,0.785346,0.385346
English#EN-Alto-2#Breathy#Yesterday Once More#Breathy_Group#0001,EN-Alto-2,Yesterday Once More,Breathy_Group,breathy_group,non_mix,0.780855,0.380855
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0004,EN-Alto-2,Someone You Loved,Falsetto_Group,falsetto_group,non_mix,0.77852,0.37852
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Control_Group#0000,EN-Alto-2,Hey Jude,Control_Group,control_negative,non_mix,0.777944,0.377944
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0004,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.776994,0.376994
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Falsetto_Group#0004,EN-Alto-2,What Are Words,Falsetto_Group,falsetto_group,non_mix,0.776689,0.376689
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Control_Group#0001,EN-Alto-2,Let Her Go,Control_Group,control_negative,non_mix,0.775396,0.375396
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0012,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.773999,0.373999
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Falsetto_Group#0005,EN-Alto-2,Five Hundred Miles,Falsetto_Group,falsetto_group,non_mix,0.772259,0.372259
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0003,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.771276,0.371276
English#EN-Alto-2#Breathy#Safe and Sound#Breathy_Group#0001,EN-Alto-2,Safe and Sound,Breathy_Group,breathy_group,non_mix,0.770789,0.370789
English#EN-Alto-2#Breathy#Fly Me to the Moon#Breathy_Group#0005,EN-Alto-2,Fly Me to the Moon,Breathy_Group,breathy_group,non_mix,0.770738,0.370738
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0013,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.767398,0.367398
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0007,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.767073,0.367073
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Control_Group#0003,EN-Alto-1,Arriety's song,Control_Group,control_negative,non_mix,0.764094,0.364094
English#EN-Alto-2#Breathy#Yesterday Once More#Breathy_Group#0003,EN-Alto-2,Yesterday Once More,Breathy_Group,breathy_group,non_mix,0.76009,0.36009
English#EN-Alto-1#Breathy#god is a girl#Breathy_Group#0004,EN-Alto-1,god is a girl,Breathy_Group,breathy_group,non_mix,0.75999,0.35999
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0007,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.758327,0.358327
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0007,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.757625,0.357625
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Control_Group#0002,EN-Alto-2,What Are Words,Control_Group,control_negative,non_mix,0.756709,0.356709
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0007,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.756123,0.356123
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0003,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.755787,0.355787
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0000,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.752818,0.352818
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0005,EN-Alto-1,all is found,Control_Group,control_negative,non_mix,0.750771,0.350771
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let It Go#Control_Group#0003,EN-Alto-2,Let It Go,Control_Group,control_negative,non_mix,0.749519,0.349519
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0008,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.748573,0.348573
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0008,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.747621,0.347621
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0011,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.746188,0.346188
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Falsetto_Group#0003,EN-Alto-2,Hello,Falsetto_Group,falsetto_group,non_mix,0.74492,0.34492
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0016,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.743809,0.343809
English#EN-Alto-2#Breathy#My Love#Breathy_Group#0007,EN-Alto-2,My Love,Breathy_Group,breathy_group,non_mix,0.743569,0.343569
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0002,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.742356,0.342356
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0004,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.74024,0.34024
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Control_Group#0004,EN-Alto-2,What Are Words,Control_Group,control_negative,non_mix,0.739635,0.339635
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0004,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.733738,0.333738
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0018,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.731828,0.331828
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0016,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.731815,0.331815
English#EN-Alto-1#Breathy#who says#Control_Group#0016,EN-Alto-1,who says,Control_Group,control_negative,non_mix,0.731773,0.331773
English#EN-Alto-2#Pharyngeal#Yesterday Once More#Pharyngeal_Group#0000,EN-Alto-2,Yesterday Once More,Pharyngeal_Group,other_negative,non_mix,0.730129,0.330129
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0006,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.729578,0.329578
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Falsetto_Group#0000,EN-Alto-1,Arriety's song,Falsetto_Group,falsetto_group,non_mix,0.728998,0.328998
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0005,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.728911,0.328911
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0008,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.728407,0.328407
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0016,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.725613,0.325613
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0009,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.723569,0.323569
English#EN-Alto-2#Breathy#Easy On Me#Breathy_Group#0000,EN-Alto-2,Easy On Me,Breathy_Group,breathy_group,non_mix,0.722868,0.322868
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0001,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.720644,0.320644
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0003,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.718389,0.318389
English#EN-Alto-2#Pharyngeal#Fly Me to the Moon#Pharyngeal_Group#0005,EN-Alto-2,Fly Me to the Moon,Pharyngeal_Group,other_negative,non_mix,0.718327,0.318327
English#EN-Alto-2#Pharyngeal#Easy On Me#Pharyngeal_Group#0004,EN-Alto-2,Easy On Me,Pharyngeal_Group,other_negative,non_mix,0.718096,0.318096
English#EN-Alto-1#Breathy#god is a girl#Breathy_Group#0001,EN-Alto-1,god is a girl,Breathy_Group,breathy_group,non_mix,0.716238,0.316238
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0003,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.715008,0.315008
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0003,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.714037,0.314037
English#EN-Alto-2#Breathy#What Are Words#Breathy_Group#0001,EN-Alto-2,What Are Words,Breathy_Group,breathy_group,non_mix,0.712648,0.312648
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0001,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.712435,0.312435
English#EN-Alto-2#Pharyngeal#What Are Words#Pharyngeal_Group#0004,EN-Alto-2,What Are Words,Pharyngeal_Group,other_negative,non_mix,0.708432,0.308432
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0000,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.706351,0.306351
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0012,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.705361,0.305361
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0007,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.701403,0.301403
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0006,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.699898,0.299898
English#EN-Alto-2#Breathy#Love Me Like You Do#Breathy_Group#0005,EN-Alto-2,Love Me Like You Do,Breathy_Group,breathy_group,non_mix,0.699262,0.299262
English#EN-Alto-1#Mixed_Voice_and_Falsetto#god is a girl#Control_Group#0001,EN-Alto-1,god is a girl,Control_Group,control_negative,non_mix,0.698572,0.298572
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Control_Group#0008,EN-Alto-2,Yesterday Once More,Control_Group,control_negative,non_mix,0.697417,0.297417
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0017,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.695472,0.295472
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Falsetto_Group#0009,EN-Alto-1,my love,Falsetto_Group,falsetto_group,non_mix,0.694477,0.294477
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0001,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.690279,0.290279
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Control_Group#0008,EN-Alto-1,Arriety's song,Control_Group,control_negative,non_mix,0.689422,0.289422
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0010,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.688756,0.288756
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0010,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.68695,0.28695
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Young And Beautiful#Falsetto_Group#0001,EN-Alto-2,Young And Beautiful,Falsetto_Group,falsetto_group,non_mix,0.686681,0.286681
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0006,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.686483,0.286483
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0001,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.686052,0.286052
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0003,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.684774,0.284774
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0001,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.684471,0.284471
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0010,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.684093,0.284093
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0004,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.682674,0.282674
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0007,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.675166,0.275166
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0002,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.674384,0.274384
English#EN-Alto-2#Breathy#What Are Words#Breathy_Group#0007,EN-Alto-2,What Are Words,Breathy_Group,breathy_group,non_mix,0.673821,0.273821
English#EN-Alto-2#Breathy#What Are Words#Breathy_Group#0004,EN-Alto-2,What Are Words,Breathy_Group,breathy_group,non_mix,0.672172,0.272172
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0004,EN-Alto-2,My Heart Will Go On,Breathy_Group,breathy_group,non_mix,0.670515,0.270515
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0004,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.66837,0.26837
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0003,EN-Alto-2,My Heart Will Go On,Breathy_Group,breathy_group,non_mix,0.665187,0.265187
English#EN-Alto-2#Breathy#Yesterday Once More#Breathy_Group#0000,EN-Alto-2,Yesterday Once More,Breathy_Group,breathy_group,non_mix,0.66131,0.26131
English#EN-Alto-1#Breathy#treasure#Control_Group#0007,EN-Alto-1,treasure,Control_Group,control_negative,non_mix,0.660586,0.260586
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0010,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.659583,0.259583
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Control_Group#0006,EN-Alto-2,What Are Words,Control_Group,control_negative,non_mix,0.658303,0.258303
English#EN-Alto-2#Breathy#What Are Words#Breathy_Group#0000,EN-Alto-2,What Are Words,Breathy_Group,breathy_group,non_mix,0.658242,0.258242
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0007,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.657676,0.257676
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0004,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.656951,0.256951
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0005,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.656821,0.256821
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0008,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.654669,0.254669
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Falsetto_Group#0004,EN-Alto-2,My Love,Falsetto_Group,falsetto_group,non_mix,0.653261,0.253261
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0011,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.651678,0.251678
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0015,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.65149,0.25149
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0007,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.651048,0.251048
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0008,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.649891,0.249891
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0004,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.648819,0.248819
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0006,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.647083,0.247083
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Control_Group#0007,EN-Alto-2,What Are Words,Control_Group,control_negative,non_mix,0.646326,0.246326
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Dream It Possible#Falsetto_Group#0000,EN-Alto-2,Dream It Possible,Falsetto_Group,falsetto_group,non_mix,0.645372,0.245372
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Control_Group#0004,EN-Alto-1,Arriety's song,Control_Group,control_negative,non_mix,0.644183,0.244183
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0005,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.643914,0.243914
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0003,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.643368,0.243368
English#EN-Alto-2#Pharyngeal#What Are Words#Pharyngeal_Group#0006,EN-Alto-2,What Are Words,Pharyngeal_Group,other_negative,non_mix,0.641847,0.241847
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0004,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.639142,0.239142
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0005,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.635573,0.235573
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0013,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.6325,0.2325
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0003,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.631998,0.231998
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0010,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.631522,0.231522
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Control_Group#0001,EN-Alto-1,Arriety's song,Control_Group,control_negative,non_mix,0.628228,0.228228
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0005,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.623685,0.223685
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0009,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.620558,0.220558
English#EN-Alto-1#Breathy#god is a girl#Breathy_Group#0002,EN-Alto-1,god is a girl,Breathy_Group,breathy_group,non_mix,0.618906,0.218906
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0001,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.615891,0.215891
English#EN-Alto-2#Breathy#My Love#Breathy_Group#0000,EN-Alto-2,My Love,Breathy_Group,breathy_group,non_mix,0.614995,0.214995
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0006,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.614424,0.214424
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0001,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.610447,0.210447
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0014,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.603273,0.203273
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0005,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.603014,0.203014
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Mixed_Voice_Group#0009,EN-Alto-2,Someone Like You,Mixed_Voice_Group,other_negative,non_mix,0.602399,0.202399
